,Unnamed: 0,a-beta
6815,3780,glukosamin
6816,3781,glukosuria
6817,3782,glutamat
6818,22905,gmti
6819,26765,go
6820,28226,goa
6821,26605,goals
6822,3783,gobar
6823,3784,gobek
6824,3785,gobi
6825,18466,gocar
6826,3786,goci
6827,22699,godang
6828,3787,godek
6829,18112,godok
6830,23544,goes
6831,26300,gofood
6832,3788,gogah
6833,18690,gojek
6834,3789,gol
6835,3790,gola
6836,3791,golakan
6837,21044,goldammer
6838,22399,golden
6839,20702,goldhammer
6840,3792,golek
6841,27728,golf
6842,19936,golkar
6843,18152,golo
6844,23070,golokoe
6845,3794,golong
6846,3795,golping
6847,3796,gom
6848,3797,gombong
6849,3798,gondas-gandes
6850,16082,gondola
6851,17277,gong
6852,3800,gonggongan
6853,3801,goni
6854,3802,goniometer
6855,3803,goniometri
6856,3804,gonopodium
6857,17584,good
6858,3805,goods
6859,18566,google
6860,23690,gor
6861,3806,goreng
6862,3807,gorengan
6863,27255,gorga
6864,22202,gori
6865,3808,gorong-gorong
6866,26462,gorontalo
6867,22478,gosana
6868,3809,gosok
6869,23046,gosong
6870,26533,got
6871,3810,gotat
6872,19606,goto
6873,3811,gotong
6874,18817,government
6875,3812,gowawambea
6876,20125,gr
6877,25090,grab
6878,17243,gradasi
6879,3813,gradien
6880,3814,grafik
6881,3815,grafikawan
6882,3816,grafologis
6883,3817,grago
6884,3818,graha
6885,27007,grahadi
6886,19194,graham
6887,3819,gramatikal
6888,3820,grand
6889,16844,granit
6890,20764,granitnya
6891,3821,granolitik
6892,3822,granulosit
6893,3823,grasah-grusuh
6894,18022,grasi
6895,25662,grati
6896,3824,gratia
6897,23301,gratieks
6898,3825,gratin
6899,14652,gratis
6900,3827,gravimeter
6901,3828,gravitasi
6902,20190,great
6903,24880,greatness
6904,16083,grebeg
6905,23764,green
6906,24497,greenwoods
6907,21318,gregah
6908,3829,grelin
6909,3830,gresek-gresek
6910,16533,gresik
6911,26487,grigas
6912,24521,grill
6913,3831,grinting
6914,3832,grintingan
6915,3833,griya
6916,24329,grobogan
6917,22274,grogi
6918,3834,groto
6919,19863,ground
6920,26439,group
6921,25098,groups
6922,22560,growth
6923,20165,grup
6924,18290,gsr
6925,19749,gt
6926,26742,gua
6927,3835,guakamole
6928,22276,guangsha
6929,3836,gubai
6930,3837,gubal
6931,3838,gubang
6932,3839,gubernemen
6933,16837,gubernur
6934,3840,gubernuran
6935,24000,gubernurnya
6936,22989,gubuk
6937,3841,gudang
6938,3842,gudeg
6939,20648,guest
6940,27238,gugur
6941,3844,gugus
6942,16089,guide
6943,22383,guiding
6944,3845,guillotine
6945,21402,guinness
6946,3846,gula
6947,3847,gulai
6948,3848,gulana
6949,3849,gulang-gulang
6950,3850,gulen
6951,3851,guli
6952,3852,guling
6953,3853,gulung
6954,18332,gumawang
6955,25963,gumaya
6956,25623,gumilang
6957,22441,gumiwang
6958,3854,gumpal
6959,17138,guna
6960,3856,guna-ganah
6961,27459,gunadi
6962,21892,gunakan
6963,27888,gunarko
6964,18273,gunaryanti
6965,26107,guncang
6966,3857,gundah
6967,3858,gundal
6968,3859,gundik
6969,24820,gundukan
6970,3860,gundul
6971,3861,gung
6972,3862,gungging
6973,24134,gungun
6974,3863,gunjing
6975,26933,guntarto
6976,3864,gunting
6977,3865,guntur
6978,20072,gunung
6979,3867,gunung-ganang
6980,16084,gunungan
6981,22782,gunungkidul
6982,18671,guo
6983,3868,gur
6984,3869,gurat
6985,3870,guri-guri
6986,26086,gurih
6987,3872,guring
6988,3873,gurjem
6989,18816,gurkha
6990,25077,guru
6991,20040,gurun
6992,27106,gus
6993,3876,gusi
6994,23073,gusti
6995,3878,guyonan
6996,17352,gwl
6997,16480,gwm
6998,18440,h
6999,3879,habeas
7000,16582,habibah
7001,3880,habibullah
7002,24124,habis
7003,3882,habis-habisan
7004,22596,habislebih
7005,3883,habitat
7006,3884,hablur
7007,20133,had
7008,18621,hadapan
7009,24913,hadapi
7010,3885,hadat
7011,24921,hadi
7012,24335,hadiah
7013,18427,hadiahkan
7014,18073,hadimuljono
7015,20447,hadir
7016,19590,hadirnya
7017,16534,hadirsejumlah
7018,3886,hadis
7019,17139,hadits
7020,3887,hadley
7021,16354,hadroh
7022,18910,hafdelinaâ¢
7023,3888,hafefobia
7024,3889,hagiografi
7025,3890,hagiokrasi
7026,3891,hagiolatri
7027,20602,hai
7028,3892,haid
7029,3893,hail
7030,3894,hajat
7031,21413,hajatan
7032,3895,haji
7033,3896,hak
7034,19959,hakikatnya
7035,3897,hakim
7036,19182,haknya
7037,3898,hakul
7038,3899,hakulyakin
7039,15247,hal
7040,20663,halal
7041,3901,halaman
7042,18601,halamannya
7043,25789,halangan
7044,16091,half
7045,3902,halilintar
7046,24980,halim
7047,3903,halimunan
7048,17317,hall
7049,16758,halmahera
7050,17791,halnya
7051,3904,halo
7052,3905,halogen
7053,3906,halogenasi
7054,3907,halogenerator
7055,3908,haloterapi
7056,18575,halte
7057,17387,halteng
7058,3909,haluan
7059,18069,halus
7060,3911,halusinasi
7061,3912,halusinatoris
7062,3913,halwa
7063,20889,ham
7064,3915,hama
7065,16433,hamam
7066,19689,hamami
7067,3916,hamba
7068,3917,hambatan
7069,26497,hamidi
7070,3918,hamil
7071,24864,hamonisasi
7072,15248,hamparan
7073,15249,hampir
7074,3920,hampir-hampir
7075,18526,hampshire
7076,3921,han
7077,23368,hana
7078,3922,hanacaraka
7079,25148,hancur
7080,20095,hand
7081,3923,handasah
7082,19847,handayani
7083,3924,handeuleum
7084,3925,handuk
7085,22583,handy
7086,23080,hane
7087,17454,hangat
7088,19808,hanggar
7089,17122,hangus
7090,3927,hankamrata
7091,21538,hanoi
7092,24005,hantaman
7093,16611,hantu
7094,3929,hantu-hantuan
7095,14656,hanya
7096,27089,hanyalah
7097,3930,hanyasanya
7098,3931,hanyut
7099,26954,haoemasan
7100,3932,haplografi
7101,3933,haploid
7102,20731,happend
7103,16803,happens
7104,22473,happiness
7105,26483,happy
7106,27451,hapsari
7107,3934,haptofobia
7108,3935,hapus
7109,21311,harahapâ¢
7110,3936,harakat
7111,24671,harald
7112,3937,haram
7113,3938,harap
7114,3939,harap-harapan
7115,3940,harapan
7116,23271,harapannya
7117,21304,harapkan
7118,21197,harapnya
7119,19479,hardaya
7120,19366,harfiah
7121,3941,harga
7122,23201,harganya
7123,3942,hari
7124,24399,harian
7125,3944,haribu
7126,3945,harimau
7127,18497,harimurti
7128,20220,harinya
7129,21619,harinya[gambas
7130,18203,haris
7131,3946,harisah
7132,19759,harjani
7133,25111,harjo
7134,17890,harkonas
7135,20079,harmoni
7136,21973,harmonis
7137,27377,harmony
7138,3947,harpaksofobia
7139,18458,harris
7140,17296,harshada
7141,22959,harta
7142,20784,hartarto
7143,16871,hartato
7144,23643,hartono
7145,3949,harum-haruman
7146,3950,harungguan
7147,23049,harupat
7148,27131,harus
7149,18484,haruslah
7150,24684,harusnya
7151,24495,harvesting
7152,18778,haryansyah
7153,23746,haryo
7154,27765,harz
7155,17479,hasahatan
7156,20059,hasan
7157,26151,hasanuddin
7158,25934,hasibuan
7159,3951,hasil
7160,19245,hasilkan
7161,21852,hasilnya
7162,3952,hasrat
7163,3953,hastakutub
7164,3954,hati
7165,3955,hatinya
7166,16735,hatta
7167,22843,hattrick
7168,27855,haul
7169,3957,haur
7170,3958,haustorium
7171,3959,haute
7172,21465,hawa
7173,17422,hawaii
7174,3961,hayat
7175,3962,hayati
7176,27410,head
7177,17873,heads
7178,16330,healing
7179,24401,health
7180,25671,healthcare
7181,17278,heather
7182,26916,hebat
7183,3963,hebat-hebatan
7184,21906,hebatnya
7185,3964,hebefrenia
7186,24527,heboh
7187,25481,hebohnya
7188,3965,hedonistik
7189,3966,heksameter
7190,3967,heksasitik
7191,27902,hektar
7192,25010,hektara
7193,24416,hektare
7194,3968,hektoliter
7195,3969,hektometer
7196,18730,helaran
7197,3970,heli
7198,3971,helikopter
7199,3972,heliks
7200,3973,heliofilia
7201,3974,heliofobia
7202,3975,heliometer
7203,25047,helios
7204,3976,heliotropisme
7205,23645,helm
7206,3977,helmintofobia
7207,21006,helmy
7208,23264,hemat
7209,3978,hematokrit
7210,3979,hematologi
7211,26913,hembusan
7212,3980,hemeralopi
7213,3981,hemiasetal
7214,3982,hemihedral
7215,3983,hemikordat
7216,3984,hemiplegia
7217,3985,hemodilusi
7218,3986,hemofiliak
7219,3987,hemoglobin
7220,3988,hemopteran
7221,3989,hemoptisis
7222,3990,hemosianin
7223,3991,hemositometer
7224,3992,hemostasis
7225,3993,hemostatik
7226,20348,hendak
7227,15259,hendaklah
7228,24559,hendaknya
7229,21820,hendra
7230,25561,hendy
7231,3995,henle
7232,3996,henoteisme
7233,3997,henti
7234,3998,hepar
7235,3999,hepatologi
7236,4000,heptameter
7237,16638,herald
7238,18385,heran
7239,4001,herbal
7240,4002,herbivor
7241,23394,herdinansyah
7242,18788,heri
7243,4003,heritabilitas
7244,21494,heriyani
7245,24739,herman
7246,18498,hermansyah
7247,17095,hermawan
7248,4004,hernia
7249,4005,herniotomi
7250,4006,hero
7251,4007,heroik
7252,4008,herpes
7253,4009,herpetolog
7254,23750,herry
7255,25395,heru
7256,19966,heryawan
7257,22880,heryudhitiawan
7258,16341,herzaky
7259,4010,hesperidin
7260,4011,heteroatom
7261,4012,heterodoks
7262,4013,heterofemi
7263,4014,heterogami
7264,4015,heterogenitas
7265,4016,heterograf
7266,4017,heteronimi
7267,4018,heteronomi
7268,4019,heteronormatif
7269,4020,heteropolimer
7270,4021,heteroseksual
7271,4022,heterosfer
7272,4023,heterotrof
7273,27814,hetifah
7274,16614,hevearita
7275,4024,hewan
7276,27404,hgb
7277,24074,hiace
7278,20854,hias
7279,21200,hiasan
7280,4026,hiatal
7281,19520,hibah
7282,4028,hibrida
7283,4029,hiburan
7284,4030,hidang
7285,27023,hidangan
7286,17472,hidayah
7287,22948,hidayat
7288,24639,hidayatullah
7289,18297,hidden
7290,4032,hidraulik
7291,4033,hidraulika
7292,4034,hidro
7293,4035,hidrodinamika
7294,4036,hidroelektrik
7295,4037,hidrofilia
7296,4038,hidrofilik
7297,4039,hidrofitik
7298,4040,hidrofobia
7299,4041,hidrografi
7300,4042,hidrokinetika
7301,4043,hidrokortison
7302,4044,hidroksida
7303,4045,hidroksilisin
7304,4046,hidrolisat
7305,4047,hidrolisis
7306,4048,hidrolitik
7307,4049,hidrologia
7308,4050,hidrologis
7309,4051,hidromagnetik
7310,4052,hidromekanika
7311,4053,hidrometer
7312,4054,hidrometri
7313,4055,hidronefrosis
7314,4056,hidroponik
7315,4057,hidropsoma
7316,4058,hidroselulosa
7317,4059,hidrotropisme
7318,18983,hidung
7319,16681,hidup
7320,25753,hidupnya
7321,4062,hielofobia
7322,4063,hierofobia
7323,4064,hietografi
7324,16309,high
7325,22254,highland
7326,4065,higlokemia
7327,4066,higrofilia
7328,4067,higrofobia
7329,4068,higrometer
7330,4069,higrometri
7331,20590,hijab
7332,4070,hijaiah
7333,4071,hijau
7334,26412,hijaz
7335,4072,hijriah
7336,17008,hikmahanto
7337,4073,hilang
7338,4074,hilang-hilang
7339,24477,hilangnya
7340,21934,hiligeho
7341,4075,hilir
7342,24669,hilirisasi
7343,18275,hilmar
7344,4077,himbauan
7345,4078,himenoplastis
7346,18041,himpunan
7347,4080,hina
7348,20120,hindia
7349,22490,hindra
7350,25354,hindu
7351,15262,hingga
7352,22361,hinggalah
7353,23259,hingganya
7354,4082,hinomaru
7355,17749,hinterland
7356,4083,hiosiamina
7357,4084,hiperaktif
7358,4085,hiperamonemia
7359,4086,hiperandrogen
7360,4087,hiperbarik
7361,4088,hiperbolis
7362,4089,hiperendemi
7363,4090,hiperglikemia
7364,4091,hiperglikemik
7365,4092,hiperglisemia
7366,4093,hipergolik
7367,4094,hiperhidrosis
7368,4095,hiperkalsemia
7369,4096,hiperkelas
7370,4097,hiperkorek
7371,4098,hipermedia
7372,4099,hipermetropia
7373,4100,hipersalin
7374,4101,hipersensitif
7375,4102,hipersonik
7376,22789,hipertensi
7377,4104,hipertonik
7378,4105,hipertrikosis
7379,4106,hipertrofi
7380,4107,hiperurisemia
7381,17948,hipmi
7382,4108,hipnofobia
7383,4109,hipnolangsing
7384,4110,hipnotisme
7385,4111,hipodermis
7386,4112,hipofremia
7387,4113,hipokampal
7388,4114,hipokampus
7389,4115,hipokritis
7390,4116,hipoksemia
7391,4117,hipomastia
7392,4118,hipomnesia
7393,4119,hipomorf
7394,4120,hipoplasia
7395,4121,hipotaksis
7396,4122,hipotenusa
7397,4123,hipotermia
7398,4124,hipotesis
7399,4125,hipotiroid
7400,4126,hipsifobia
7401,4127,hipsometer
7402,25251,hirata
7403,25826,hiro
7404,4128,hirsutisme
7405,27906,hirup
7406,4129,hisab
7407,4130,histerikal
7408,4131,histerisis
7409,4132,histeroplasti
7410,4133,histerosel
7411,4134,histerospasme
7412,4135,histokimia
7413,4136,histopatologi
7414,4137,historikus
7415,4138,historiografi
7416,24719,historis
7417,18296,historisnya
7418,4139,histrionik
7419,24159,hitam
7420,16926,hitamnya
7421,16094,hitchhiking
7422,4141,hitler-jugend
7423,20119,hits
7424,21799,hitung
7425,4142,hitung-hitung
7426,4143,hitungan
7427,22487,hitungannya
7428,4144,hiu
7429,22155,hive
7430,17939,hj
7431,18740,hjayceelyn
7432,22951,hk
7433,22957,hmid
7434,19315,ho
7435,17783,hoabinh
7436,16991,hoaks
7437,19344,hobi
7438,17157,hobinya
7439,21356,hobson
7440,25984,holding
7441,22833,holiday
7442,26225,holistik
7443,24645,hollywood
7444,4145,holmium
7445,4146,holobentos
7446,4147,holoendemi
7447,4148,holofrasis
7448,4149,holografis
7449,17883,home
7450,4150,homeostasi
7451,15264,homestay
7452,4151,homo
7453,4152,homofon
7454,4153,homogen
7455,4154,homologasi
7456,23474,honeymoon
7457,4155,hongkong
7458,4156,honorarium
7459,4157,honorer
7460,4158,honoris
7461,26422,hope
7462,4159,hoplofilia
7463,4160,hoplofobia
7464,4161,horizontal
7465,23804,hormat
7466,16372,hormati
7467,4162,hormefobia
7468,4163,hormon
7469,4164,hornblenda
7470,4165,horor
7471,22468,horornya
7472,18636,hortikultura
7473,4166,hortikulturis
7474,16935,hospital
7475,16095,hospitaliti
7476,25521,hospitality
7477,27039,host
7478,25567,hostel
7479,23943,hosting
7480,16012,hotel
7481,17022,hotmix
7482,16088,house
7483,24357,hoyak
7484,17301,hp
7485,4168,hrivnia
7486,20114,hs
7487,18092,hsien
7488,26567,htm
7489,28002,hub
7490,26441,hubat
7491,4169,hubaya-hubaya
7492,21667,hubla
7493,4170,hubulwatan
7494,4171,hubung
7495,4172,hubungan
7496,17254,hubungannya
7497,4173,hudi
7498,18653,hue
7499,26737,hugua
7500,24718,huis
7501,4174,hujan
7502,21644,hukum
7503,4176,hukuman
7504,20758,hukumnya
7505,4177,hukumullah
7506,4178,hulu
7507,4179,hulubalang
7508,4180,huma
7509,24972,human
7510,25241,humanis
7511,4181,humanisasi
7512,4182,humanistik
7513,4183,humanistis
7514,17509,humas
7515,4184,humat
7516,4185,humbut
7517,4186,humifikasi
7518,4187,humoristis
7519,18541,humphreys
7520,4188,humus
7521,24200,huni
7522,4190,hunian
7523,19699,hunting
7524,17435,huruf
7525,26145,husein
7526,22681,hut
7527,26734,hutama
7528,4192,hutan
7529,18222,hutannya
7530,4193,huzarensla
7531,23575,hybe
7532,27586,hydro
7533,21020,hyeon
7534,24589,hyundai
7535,16855,hyundaimotorindonesia
7536,23767,hyungwon
7537,27852,i
7538,24418,ia
7539,15267,ialah
7540,24892,ian
7541,4194,iatrofobia
7542,4195,iatrogenik
7543,15268,ibadah
7544,15269,ibarat
7545,15270,ibaratkan
7546,15271,ibaratnya
7547,21035,ibm
7548,4197,ibrahim
7549,22499,ibrani
7550,26582,ibu
7551,18164,ibukota
7552,4199,ibun
7553,24469,ice
7554,25907,icon
7555,19795,id
7556,17516,ida
7557,4201,idah
7558,16353,ide
7559,21898,ideal
7560,4203,idealisasi
7561,4204,idealistis
7562,4205,ideasional
7563,4206,idem
7564,17992,identik
7565,26197,identitas
7566,21528,identitasnya
7567,4208,ideografis
7568,4209,idiografik
7569,4210,idiosinkratik
7570,15273,iduladha
7571,4211,idulkurban
7572,20508,ifaw
7573,4212,ifrad
7574,24544,ign
7575,22412,igt
7576,22674,ihc
7577,4213,ihram
7578,21819,ihsg
7579,18927,ihwal
7580,18751,ii
7581,28054,iii
7582,17704,iipelaksanaan
7583,4214,ija
7584,4215,ijab
7585,18362,ijazah
7586,16677,ijen
7587,4217,ijo
7588,22818,ika
7589,22115,ikan
7590,18470,ikat
7591,4220,ikat-ikatan
7592,26204,ikatan
7593,23291,iker
7594,23622,ikfina
7595,23906,ikhtiar
7596,17417,iklan
7597,4223,iklim
7598,23286,ikn
7599,21407,iko
7600,16527,ikon
7601,25075,ikonik
7602,4224,ikonofobia
7603,4225,ikonografi
7604,4226,ikonometer
7605,4227,iktiofobia
7606,4228,iktiografi
7607,4229,iktiologik
7608,4230,iktiologis
7609,15274,ikut
7610,4232,ikutan
7611,4233,il
7612,21273,ilalang
7613,4234,ilegal
7614,16995,ilf
7615,20152,ilir
7616,27305,illegal
7617,4235,ilmiah
7618,4236,ilmu
7619,25117,ilmuwan
7620,4237,iloni
7621,21191,ilustrasinya
7622,4238,ilustratif
7623,4239,ilustrator
7624,26368,images
7625,4240,imajinatif
7626,21672,imam
7627,4242,iman
7628,25469,imanto
7629,16982,imb
7630,4243,imbal
7631,22084,imbalan
7632,23032,imbas
7633,17159,imbasnya
7634,18433,imbauan
7635,20183,imbuh
7636,4244,imbuhan
7637,27244,imbuhnya
7638,19477,imf
7639,4245,imigran
7640,24467,imigrasi
7641,4246,imitasi
7642,28200,immigration
7643,4247,imperfeksi
7644,4248,imperial
7645,4249,imperialis
7646,18315,imperialisme
7647,4250,imperialistik
7648,4251,impersonal
7649,4252,impian
7650,4253,implantasi
7651,27982,implementasi
7652,21003,implementasinya
7653,27887,implementing
7654,19037,implikasi
7655,17928,impor
7656,16208,important
7657,4255,impregnasi
7658,4256,impresario
7659,4257,impresionisme
7660,4258,imprimatur
7661,25536,imron
7662,28110,imunitas
7663,4259,imunogenetika
7664,4260,imunogenik
7665,4261,imunoglobulin
7666,4262,imunokimia
7667,4263,imunokompeten
7668,4264,imunokompromi
7669,4265,imunologis
7670,4266,imunomodulasi
7671,4267,imunopatologi
7672,4268,imunostimulan
7673,4269,imunosupresan
7674,4270,imunosupresif
7675,4271,in
7676,24465,ina
7677,18617,inafis
7678,4272,inai
7679,4273,inang
7680,4274,inap
7681,22698,inaportnet
7682,4275,inaugurasi
7683,4276,inca-binca
7684,19413,incaran
7685,27226,incentive
7686,25894,inclusivity
7687,17853,incremental
7688,14665,indah
7689,19495,indahnya
7690,26472,indar
7691,4277,indeks
7692,20785,independen
7693,28103,india
7694,17266,indianexpress
7695,25503,indikasi
7696,17641,indikator
7697,26424,indische
7698,19370,individu
7699,4279,individual
7700,24127,indo
7701,4280,indoktrinatif
7702,26341,indonesia
7703,21642,indonesia[gambas
7704,23867,indonesiabri
7705,18992,indonesiaklik
7706,19628,indonesialah
7707,21595,indonesian
7708,22222,indonesiasenen
7709,16234,indoor
7710,26092,indosat
7711,4281,indra
7712,25160,indramayu
7713,28139,indrapura
7714,22612,indrata
7715,4282,induk
7716,4283,induktansi
7717,4284,indusium
7718,16098,industri
7719,21297,industrial
7720,16351,industrialisasi
7721,26680,industry
7722,4286,inersia
7723,16100,inf
7724,16099,infant
7725,4287,infantilisasi
7726,4288,infeksi
7727,4289,infiltrasi
7728,4290,infiltrometer
7729,25394,inflasi
7730,18270,influencer
7731,15277,info
7732,15278,informasi
7733,27212,informasikan
7734,26062,informasinya
7735,19842,informatif
7736,18551,informatika
7737,4293,infra
7738,4294,inframerah
7739,4295,infrasonik
7740,16749,infrastructure
7741,23456,infrastructures
7742,16999,infrastruktur
7743,27223,infrastrukturnya
7744,15279,ingat
7745,15280,ingat ingat
7746,4298,ingat-ingatan
7747,4299,ingatan
7748,4300,ingau-ingauan
7749,4301,ingezetene
7750,4302,inggris
7751,4303,inggu
7752,17480,ingin
7753,15282,inginkah
7754,15283,inginkan
7755,4305,ingkar
7756,4306,ingsutan
7757,4307,inguinalis
7758,4308,inhomogenitas
7759,14669,ini
7760,15285,inikah
7761,15286,inilah
7762,16557,inipun
7763,4310,inisial
7764,19733,inisiasi
7765,4312,inisiatif
7766,21378,initiatives
7767,21326,inj
7768,4313,injak
7769,17773,injection
7770,4314,injeksi
7771,4315,injil
7772,17916,injourney
7773,26850,inka
7774,4316,inkarsunah
7775,4317,inklinatorium
7776,22129,inklusif
7777,4318,inkompeten
7778,4319,inkonsistensi
7779,4320,inkontinensia
7780,4321,inkorporisasi
7781,4322,inkubasi
7782,22717,inkulusif
7783,16592,inn
7784,22752,inna
7785,23505,innovation
7786,22476,inovasi
7787,25890,inovatif
7788,16941,insan
7789,4324,insang
7790,27046,insect
7791,4325,insektivor
7792,4326,inseminasi
7793,27594,insentif
7794,20461,insentifnya
7795,18448,insert
7796,4328,insertio
7797,24578,insiden
7798,4329,insidental
7799,4330,insinerasi
7800,4331,insinuatif
7801,4332,insolasi
7802,24167,inspektur
7803,26778,inspirasi
7804,21559,inspiratif
7805,17490,inspirator
7806,18180,instagram
7807,24839,instagram]
7808,26545,instagram]head
7809,15287,instagramable
7810,14671,instagrammer
7811,26461,instagramnya
7812,19978,instalasi
7813,4334,instalatir
7814,4335,instalatur
7815,21922,instansi
7816,4336,instingtif
7817,4337,institusional
7818,18717,institut
7819,24656,instituto
7820,4338,instruksional
7821,4339,instruktif
7822,4340,instruktur
7823,4341,instrumentasi
7824,4342,insubordinasi
7825,25654,insya
7826,4343,insyaallah
7827,4344,intai
7828,4345,intan
7829,4346,integralistik
7830,23171,integrasi
7831,4347,integrasionis
7832,20908,integrated
7833,4348,integratif
7834,4349,integrator
7835,4350,integritas
7836,19098,intelektual
7837,21134,intelijen
7838,26034,intelkam
7839,24990,intelligence
7840,17401,inten
7841,26336,intens
7842,4351,intensi
7843,24173,intensif
7844,4352,intensifikasi
7845,4353,intensitas
7846,4354,inter
7847,26603,interaksi
7848,4355,interaktif
7849,23343,intercooler
7850,4356,interdependen
7851,4357,interdiksi
7852,4358,interegnum
7853,4359,interelasi
7854,4360,interetnik
7855,4361,interfalangel
7856,4362,interferon
7857,4363,interim
7858,22246,interior
7859,4364,interjeksi
7860,24637,interkoneksi
7861,4365,interlokal
7862,4366,intermiten
7863,4367,intern
7864,27850,internal
7865,4369,internalisasi
7866,17165,internasional
7867,23461,international
7868,26388,internationale
7869,19007,internet
7870,4371,interniran
7871,21597,internusa
7872,4372,interogasi
7873,4373,interpelan
7874,4374,interpersonal
7875,4375,interprestasi
7876,4376,interpretatif
7877,4377,interpretator
7878,4378,intersepsi
7879,4379,intertidal
7880,4380,intertrigo
7881,4381,intervensi
7882,4382,interyeksi
7883,4383,inti
7884,4384,intimidasi
7885,21812,intinya
7886,16711,intip
7887,4385,intoksikan
7888,4386,intonasi
7889,22627,intra
7890,4387,intrafusal
7891,4388,intraindividu
7892,4389,intramuskuler
7893,4390,intraspesifik
7894,4391,intravaskuler
7895,4392,intrik
7896,4393,introduksi
7897,4394,introdusir
7898,4395,introjeksi
7899,4396,invaginasi
7900,4397,inventaris
7901,4398,inventarisasi
7902,4399,inversi
7903,27884,inversiã³n
7904,28102,investama
7905,17786,investasi
7906,19124,investasinya
7907,21878,investigasi
7908,18486,investment
7909,22038,investor
7910,4400,involtini
7911,4401,involunter
7912,4402,ion
7913,4403,ionik
7914,26519,ioniq
7915,24588,ipa
7916,4404,ipar
7917,23778,ipda
7918,18141,ipdn
7919,16692,iphone
7920,24101,ipnu
7921,28101,ipsi
7922,4405,ipso
7923,20711,iptu
7924,24043,ipuk
7925,21652,iqbal
7926,16539,ir
7927,4406,irama
7928,4407,irasionalitas
7929,4408,ireng
7930,16708,irex
7931,24907,irfan
7932,25135,irham
7933,26489,iriana
7934,21884,iriani
7935,4409,irigasi
7936,16797,irine
7937,16428,iring
7938,4410,iring-iringan
7939,4411,iringan
7940,4412,irit
7941,20564,iritasi
7942,22450,irjen
7943,26532,irlandia
7944,23556,irti
7945,16771,irup
7946,25376,is
7947,4413,isalobar
7948,4414,isalohipse
7949,4415,isapan
7950,18274,iseng
7951,4416,isentalpik
7952,4417,isentropik
7953,17102,ises
7954,27886,isfandiari
7955,4418,isi
7956,24487,isian
7957,23805,isin
7958,17740,isinya
7959,21349,iskandar
7960,18655,islam
7961,4419,islamisasi
7962,4420,islamologi
7963,17919,island
7964,4421,isoanomali
7965,4422,isodinamik
7966,4423,isokinetik
7967,4424,isoklin
7968,25899,isolasi
7969,4425,isolasionisme
7970,4426,isoleusina
7971,4427,isopiestik
7972,4428,isopterofobia
7973,4429,isorapatan
7974,4430,isovolumik
7975,17185,ispa
7976,26202,ist
7977,22840,istana
7978,4431,istanasentris
7979,23881,isteri
7980,23626,isterimu
7981,4432,istiadat
7982,4433,istikharah
7983,27994,istilah
7984,21040,istilahnya
7985,17969,istimewa
7986,21069,istiqlal
7987,20862,istirahat
7988,4435,istiska
7989,4436,istri
7990,25718,istrinya
7991,20710,isu
7992,4437,isya
7993,20903,isyana
7994,4438,isyarat
7995,17985,it
7996,20778,ita
7997,20349,italia
7998,16765,itam
7999,27118,itb
8000,17026,itdc
8001,4439,item
8002,25546,iti
8003,4440,itik
8004,16101,itinerary
8005,4441,ito
8006,16360,itu
8007,15290,itukah
8008,27012,itulah
8009,25205,itzy
8010,21344,iv
8011,19114,ive
8012,22193,iwan
8013,18901,ix
8014,24955,iya
8015,15292,iyang
8016,25960,iyc
8017,17536,iyos
8018,19376,izin
8019,25823,izinkan
8020,22809,izinnya
8021,26263,izza
8022,25150,j
8023,21255,jababeka
8024,20964,jabali
8025,21024,jabar
8026,17331,jabarsandiaga
8027,19484,jabatan
8028,21890,jabatannya
8029,20978,jabodebek
8030,4444,jack
8031,4445,jadah
8032,14673,jaddih
8033,25641,jadesta
8034,4446,jadi
8035,4447,jadid
8036,20984,jadikan
8037,26468,jadilah
8038,15296,jadinya
8039,19531,jadwal
8040,24326,jaga
8041,4449,jagat
8042,4450,jago
8043,27135,jagoan
8044,27032,jagorawi
8045,4451,jagung
8046,4452,jaha
8047,4453,jahakeling
8048,4454,jahat
8049,4455,jahe
8050,25534,jahil
8051,4457,jahit
8052,21221,jahitan
8053,4458,jais
8054,25097,jajaka
8055,4459,jajan
8056,27183,jajanan
8057,18923,jajang
8058,16508,jajaran
8059,4461,jakarta
8060,17869,jaket
8061,21248,jakpus
8062,26216,jaksa
8063,4463,jaksi
8064,4464,jala
8065,19199,jalak
8066,4466,jalan
8067,4467,jalang
8068,4468,jalangkote
8069,4469,jalangkung
8070,19508,jalankan
8071,18973,jalannya
8072,4470,jaligur
8073,20135,jalinan
8074,4471,jalur
8075,4472,jam
8076,24702,jamaah
8077,4473,jamah-jamahan
8078,18298,jamaluddin
8079,4474,jamban
8080,4475,jambe
8081,22292,jambi
8082,4476,jamblang
8083,23774,jambore
8084,21836,jambore]
8085,24775,jamboree
8086,4477,jambu
8087,20400,jambunya
8088,27323,jameela
8089,15298,jamik
8090,27066,jamin
8091,4478,jaminan
8092,21155,jaminannya
8093,17245,jamnya
8094,24035,jampana
8095,4479,jamrah
8096,20693,jamu
8097,4481,jamuan
8098,4482,jamur
8099,27283,jan
8100,4483,janabat
8101,4484,janabijana
8102,4485,janapada
8103,4486,janda
8104,22930,janez
8105,15299,jangan
8106,4488,jangan-jangan
8107,15300,jangankan
8108,15301,janganlah
8109,4489,janggi
8110,4490,janggut
8111,25032,jangka
